Date,AAA yields,All ratings
27/08/18,1.316539,2.249217
24/08/18,1.293706,2.201427
23/08/18,1.271998,2.181013
22/08/18,1.26466,2.173264
21/08/18,1.271202,2.213236
20/08/18,1.239281,2.144194
17/08/18,1.239705,2.169074
16/08/18,1.249024,2.169018
15/08/18,1.252835,2.197618
14/08/18,1.260691,2.160182
13/08/18,1.26819,2.155059
10/08/18,1.26455,2.144232
09/08/18,1.321585,2.230753
08/08/18,1.339797,2.255947
07/08/18,1.334951,2.249145
06/08/18,1.306764,2.232752
03/08/18,1.336581,2.217392
02/08/18,1.396894,2.22318
01/08/18,1.402434,2.235238
31/07/18,1.359334,2.173068
30/07/18,1.38504,2.20889
27/07/18,1.325421,2.034185
26/07/18,1.317729,2.027339
25/07/18,1.317081,2.032218
24/07/18,1.339837,2.05504
23/07/18,1.336404,2.05204
20/07/18,1.289223,2.081912
19/07/18,1.266977,2.096834
18/07/18,1.268738,2.017721
17/07/18,1.279846,2.052601
16/07/18,1.303025,2.046381
13/07/18,1.27469,2.08271
12/07/18,1.285878,2.012671
11/07/18,1.297084,2.018955
10/07/18,1.321933,2.038167
09/07/18,1.329481,2.136817
06/07/18,1.280282,2.003274
05/07/18,1.282522,2.010464
04/07/18,1.282592,2.018083
03/07/18,1.287472,2.046312
02/07/18,1.311692,2.034609
29/06/18,1.314813,2.098011
28/06/18,1.352837,2.071576
27/06/18,1.384959,2.099892
26/06/18,1.422469,2.25495
25/06/18,1.416121,2.096357
22/06/18,1.4362,2.127353
21/06/18,1.437006,2.133981
20/06/18,1.46445,2.165214
19/06/18,1.435925,2.112535
18/06/18,1.480209,2.200049
15/06/18,1.464606,2.127519
14/06/18,1.497467,2.11614
13/06/18,1.47431,2.133935
12/06/18,1.518472,2.1767
11/06/18,1.520518,2.14709
08/06/18,1.46671,1.997976
07/06/18,1.499544,2.076677
06/06/18,1.45859,2.112775
05/06/18,1.395682,2.125498
04/06/18,1.398701,2.169219
01/06/18,1.379707,2.195585
31/05/18,1.337966,2.075761
30/05/18,1.37763,2.214667
29/05/18,1.389297,2.119588
28/05/18,1.3994,2.319497
25/05/18,1.433153,2.306112
24/05/18,1.493211,2.371077
23/05/18,1.547323,2.415195
22/05/18,1.567873,2.42032
21/05/18,1.588423,2.41795
18/05/18,1.634639,2.409079
17/05/18,1.627252,2.393735
16/05/18,1.606246,2.354965
15/05/18,1.628483,2.362903
14/05/18,1.593915,2.330076
11/05/18,1.548627,2.300526
10/05/18,1.536985,2.294773
09/05/18,1.572112,2.324086
08/05/18,1.547693,2.352602
07/05/18,1.514764,2.305128
04/05/18,1.534969,2.306332
03/05/18,1.547355,2.278598
02/05/18,1.564885,2.287265
30/04/18,1.559816,2.288706
27/04/18,1.540183,2.265559
26/04/18,1.585446,2.338152
25/04/18,1.619105,2.362757
24/04/18,1.629289,2.334838
23/04/18,1.603719,2.348157
20/04/18,1.583669,2.326927
19/04/18,1.544056,2.280355
18/04/18,1.480301,2.234522
17/04/18,1.491329,2.260983
16/04/18,1.499375,2.26807
13/04/18,1.500351,2.286187
12/04/18,1.481228,2.274414
11/04/18,1.446192,2.214544
10/04/18,1.461611,2.222164
09/04/18,1.478356,2.238705
06/04/18,1.480408,2.236968
05/04/18,1.493037,2.244101
04/04/18,1.459869,2.212484
03/04/18,1.461641,2.22981
29/03/18,1.4658,2.203938
28/03/18,1.454212,2.207092
27/03/18,1.466439,2.214524
26/03/18,1.481979,2.226538
23/03/18,1.490589,2.241802
22/03/18,1.476163,2.227914
21/03/18,1.555176,2.297847
20/03/18,1.549149,2.273728
19/03/18,1.540459,2.298318
16/03/18,1.550378,2.300463
15/03/18,1.541409,2.300016
14/03/18,1.595439,2.345272
13/03/18,1.615278,2.357481
12/03/18,1.607353,2.363486
09/03/18,1.618579,2.377901
08/03/18,1.611472,2.33454
07/03/18,1.635812,2.373423
06/03/18,1.660898,2.410915
05/03/18,1.62149,2.405518
02/03/18,1.609547,2.376124
01/03/18,1.621329,2.391139
28/02/18,1.64625,2.417891
27/02/18,1.643003,2.425083
26/02/18,1.627514,2.443125
23/02/18,1.658528,2.469058
22/02/18,1.71942,2.507596
21/02/18,1.726608,2.505547
20/02/18,1.744568,2.513096
19/02/18,1.754162,2.513567
16/02/18,1.720148,2.482976
15/02/18,1.76901,2.523449
14/02/18,1.762204,2.54278
13/02/18,1.747661,2.524081
12/02/18,1.732005,2.476195
09/02/18,1.711368,2.456708
08/02/18,1.752706,2.481835
07/02/18,1.674805,2.434196
06/02/18,1.680533,2.460196
05/02/18,1.702598,2.476098
02/02/18,1.691357,2.449338
01/02/18,1.651134,2.431027
31/01/18,1.595589,2.414297
30/01/18,1.65393,2.449171
29/01/18,1.607458,2.417163
26/01/18,1.560475,2.392328
25/01/18,1.591947,2.432129
24/01/18,1.625903,2.445231
23/01/18,1.58951,2.410081
22/01/18,1.626255,2.459485
19/01/18,1.617686,2.461642
18/01/18,1.602452,2.464117
17/01/18,1.557782,2.445389
16/01/18,1.567619,2.445622
15/01/18,1.616473,2.493298
12/01/18,1.606129,2.475116
11/01/18,1.64922,2.515924
10/01/18,1.637555,2.505689
09/01/18,1.576737,2.46546
08/01/18,1.552133,2.446348
05/01/18,1.561182,2.462617
04/01/18,1.561368,2.470398
03/01/18,1.568854,2.505583
02/01/18,1.596311,2.518235
